1583-02-27, Constantine
1807-02-27, Henry Wadsworth Longfellow
1881-02-27, Sveinn Bjornsson
1892-02-27, William Demarest
1902-02-27, John Steinbeck
1904-02-27, James T. Farrell
1910-02-27, Joan Bennett
1910-02-27, Peter De Vries
1913-02-27, Irwin Shaw
1917-02-27, John Connally
1927-02-27, Guy Mitchell
1930-02-27, Joanne Woodward
1932-02-27, Elizabeth Taylor
1933-02-27, Raymond Berry
1933-02-27, Sen Malcolm
1934-02-27, Ralph Nader
1937-02-27, Jay Silvester
1939-02-27, Barbara Babcock
1940-02-27, Howard Hesseman
1943-02-27, Mary Frann
1533-02-28, Michel de Montaigne
1683-02-28, Rene-Antoine de Reaumur
1820-02-28, John Tenniel
1824-02-28, Charles Blondin
1866-02-28, Vyacheslav Ivanov
1894-02-28, Ben Hecht
1901-02-28, Linus Pauling
1909-02-28, Stephen Spender
1913-02-28, Vincente Minnelli
1915-02-28, Peter Medawar
1915-02-28, Zero Mostel
1917-02-28, John B. Connally 
1926-02-28, Svetlana Stalina
1928-02-28, Betty Ackermann
1930-02-28, Gavin MacLeod
1939-02-28, Tommy Tune
1945-02-28, Mimsy Farmer
1947-02-28, Stephane Beacham
1948-02-28, Bernadette Peters
1952-02-28, Olympian Melissa Babish
1468-02-29, Paul III
1792-02-29, Gioacchino Rossini
1860-02-29, Herman Hollerith
1936-02-29, Jack R. Lousma
1810-03-01, Frederic Chopin
1837-03-01, William Dean Howells
1880-03-01, Lytton Strachey
1892-03-01, Ryunosuke Akutagawa
1910-03-01, David Niven
1917-03-01, Dinah Shore
1917-03-01, Robert Lowell
1921-03-01, Richard Wilbur
1921-03-01, Terrence Cooke
1924-03-01, Donald Slayton
1926-03-01, Pete Rozelle
1927-03-01, Harry Belafonte
1942-03-01, Joan Hackett
1946-03-01, Lana Wood
1954-03-01, Catherine Bach
1954-03-01, Ron Howard
1793-03-02, Sam Houston
1810-03-02, Leo XIII
1824-03-02, Bedrich Smetana
1829-03-02, Carl Schurz
1876-03-02, Pius XII
1904-03-02, Seuss
1909-03-02, Mel Ott
1917-03-02, Desi Arnaz
1919-03-02, Jennifer Jones
1931-03-02, Mikhail Gorbachev
1931-03-02, Tom Wolfe
1950-03-02, Karen Carpenter
1756-03-03, William Godwin
1831-03-03, George M. Pullman
1845-03-03, Georg Cantor
1847-03-03, Alexander Graham Bell
1859-03-03, Shalom Alekhem
1890-03-03, Norman Bethune
1895-03-03, Matthew Ridgeway
1911-03-03, Jean Harlow
1912-03-03, Joe Stydahar
1933-03-03, Princess Lee Radziwell
1934-03-03, Gia Scala
1942-03-03, Vladimir V. Kovalyonok
1962-03-03, Herschel Walker
1394-03-04, Prince Henry
1678-03-04, Antonio Vivaldi
1747-03-04, Casimir Pulaski
1888-03-04, Knute Rockne
1904-03-04, George Gamow
1921-03-04, Joan Greenwood
1923-03-04, Patrick Moore
1928-03-04, Alan Sillitoe
1932-03-04, Miriam Makeba
1934-03-04, Jane Goodall
1939-03-04, Barbara McNair
1939-03-04, Paula Prentiss
1944-03-04, Susan Clark
1512-03-05, Gerhardus Mercator
1824-03-05, James Merritt Ives
1887-03-05, Heitor Villa-Lobos
1908-03-05, Rex Harrison
1930-03-05, Lorin Maazel
1939-03-05, Samantha Eggar
1945-03-05, Randy Matson
1958-03-05, Andy Gibb
1475-03-06, Michelangelo Buonarroti
1619-03-06, Cyrano de Bergerac
1756-03-06, Aaron Burr
1787-03-06, Joseph von Fraunhofer
1791-03-06, Anna Claypoole Peale
1806-03-06, Elizabeth Barrett Browning
1812-03-06, Aaron Lufkin Dennison
1831-03-06, Philip H Sheridan
1898-03-06, Jimmy Conzelman
1921-03-06, Julius Rudel
1923-03-06, Ed McMahon
1924-03-06, Sarah Caldwell
1924-03-06, William H. Webster
1926-03-06, Alan Greenspan
1937-03-06, Merle Haggard
1937-03-06, Valentina Tereshkova
1940-03-06, Joanna Miles
1942-03-06, Ben Murphy
1944-03-06, Kiri Te Kanawa
1944-03-06, Mary Wilson
1945-03-06, Rob Reiner
1947-03-06, Kiki Dee
1707-03-07, Stephen Hopkins
1792-03-07, John Herschel's son
1849-03-07, Luther Burbank
1857-03-07, Julius Wagner von Jauregg
1872-03-07, Piet Mondrian
1875-03-07, Maurice Ravel
1909-03-07, Anna Magnani
1924-03-07, Kobo Abe
1930-03-07, Anthony Armstrong-Jones
1938-03-07, Janet Guthrie
1940-03-07, Daniel J Travanti
1940-03-07, Viktor P. Savinykh
1945-03-07, John Heard
1946-03-07, Peter Wolf
1947-03-07, Donna Loren
1950-03-07, Franco Harris
1952-03-07, Lynn Swann
1960-03-07, Ivan Lendl
1714-03-08, Carl Philipp Emanuel Bach
1783-03-08, Hannah Hoes Van Buren
1787-03-08, Karl Ferdinand von Grafe
1841-03-08, Oliver Wendell Holmes
1859-03-08, Kenneth Grahame
1879-03-08, Otto Hahn
1886-03-08, Edward Kendall
1891-03-08, Sam Jaffe
1909-03-08, Claire Trevor
1921-03-08, Cyd Charisse
1939-03-08, George Reed
1939-03-08, Jim Bouton
1939-03-08, Mike Lowry
1943-03-08, Lynn Redgrave
1947-03-08, Carole Bayer Sager
1454-03-09, Amerigo Vespucci
1824-03-09, Leland Stanford
1890-03-09, V.M. Molotov
1902-03-09, Edward Durell
1910-03-09, Samuel Barber
1918-03-09, Mickey Spillane
1923-03-09, James Buckley
1934-03-09, Joyce Van Patten
1934-03-09, Yuri Gagarin
1935-03-09, Keely Smith
1943-03-09, Bobby Fischer
1943-03-09, Trish Van Devere
1971-03-09, Emmanuel Lewis
1845-03-10, Alexander III
1867-03-10, Lillian D. Wald
1872-03-10, Sergey Diaghilev
1892-03-10, Arthur Honegger
1922-03-10, Pamela Mason
1938-03-10, Ron Mix
1940-03-10, David Rabe
1945-03-10, Katherine Houghton
1960-03-10, Linda Jezek
1964-03-10, Prince Edward
1544-03-11, Torquato Tasso
1731-03-11, Robert Treat Paine
1811-03-11, Urbain Jean Joseph Leverrier
1885-03-11, Malcolm Campbell
1898-03-11, Dorothy Gish
1903-03-11, Dorothy Schiff
1903-03-11, Lawrence Welk
1914-03-11, Ralph Ellison
1916-03-11, Harold Wilson
1926-03-11, Ralph Abernathy
1931-03-11, Rupert Murdoch
1934-03-11, George Stamatoyannopoulos
1934-03-11, Sam Donaldson
1934-03-11, Tina Louise
1936-03-11, Antonin Scalia
1685-03-12, George Berkeley
1806-03-12, Jane Means Appleton Pierce
1821-03-12, John Abbott
1831-03-12, Clement Studebakerk
1832-03-12, Charles Boycottk
1921-03-12, Gordon MacRaek
1922-03-12, Jack Kerouack
1922-03-12, Lane Kirklandk
1923-03-12, Wally M. Schirra, Jr.
1925-03-12, Wil G Whitehurst
1926-03-12, George R Ariyoshi
1927-03-12, Mstislav Rostropovich
1927-03-12, Raul Alfonsin
1928-03-12, Edward Albee
1932-03-12, Andrew Young
1936-03-12, Lloyd Dobyns
1940-03-12, Millie Perkins
1941-03-12, Barbara Feldon
1942-03-12, Bert Campaneris
1946-03-12, Liza Minnelli
1947-03-12, Jill O'Hara
1948-03-12, James Taylor
1949-03-12, Sara Lane
1962-03-12, Darryl Strawberry
1733-03-13, Joseph Priestly
1764-03-13, Charles, Earl Grey
1770-03-13, Daniel Lambert
1781-03-13, Johann Wyss
1798-03-13, Abigail Powers Fillmore
1855-03-13, Percival Lowell
1911-03-13, L. Ron Hubbard
1913-03-13, William J. Casey
1914-03-13, Sammy Kaye
1918-03-13, George McAfee
1931-03-13, Rosalind Elias
1939-03-13, Neil Sedaka
1946-03-13, Steve Kanaly
1953-03-13, Deborah Raffin
1681-03-14, Georg Philipp Telemann
1804-03-14, Johann Strauss
1821-03-14, Jens Worsaae
1833-03-14, Lucy Hobbs Taylor
1835-03-14, Giovanni Schiaparelli
1854-03-14, Thomas Riley Marshall
1864-03-14, Casey Jones
1879-03-14, Albert Einstein
1912-03-14, Les Brown
1919-03-14, Max Shulman
1920-03-14, Cartoonist Hank Ketcham
1922-03-14, Colin Fletcher
1928-03-14, Frank Borman
1933-03-14, Michael Caine
1933-03-14, Quincy Jones
1934-03-14, Eugene A. Cernan
1942-03-14, Rita Tushingham
1947-03-14, Billy Crystal
1958-03-14, Prince Albert
1713-03-15, Nicolas Louis de Lacaille
1767-03-15, Andrew Jackson
1779-03-15, William Lamb
1830-03-15, Paul von Heysek
1916-03-15, Harry Jamesk
1926-03-15, Norm Van Brocklink
1932-03-15, Alan Lavern Beank
1935-03-15, Judd Hirsch
1739-03-16, George Clymer
1750-03-16, Caroline Lucretia Herchel
1751-03-16, James Madison
1787-03-16, Georg Simon Ohm
1836-03-16, Andrew S Hallidie
1839-03-16, Sully Prudhomme
1903-03-16, Mike Mansfield
1906-03-16, Henny Youngman
1912-03-16, Pat Nixon
1916-03-16, Lloyd McBride
1926-03-16, Jerry Lewis
1927-03-16, Daniel Patrick Moynihan
1927-03-16, Vladimir Komarov
1932-03-16, R Walter Cunningham
1949-03-16, Erik Estrada
1951-03-16, Kate Nelligan
1954-03-16, Nancy Wilson
1789-03-17, Edmund Kean
1804-03-17, James Bridger
1834-03-17, Gottlieb Daimler
1873-03-17, Margaret Bondfield
1902-03-17, Bobby Jones
1910-03-17, Bayard Rustin
1914-03-17, Sammy Baugh
1918-03-17, Mercedes McCambridge
1919-03-17, Nat King Cole
1930-03-17, James B. Irwin
1936-03-17, Thomas K. Mattingly
1938-03-17, Rudolf Nureyev
1942-03-17, Paul Kantner
1944-03-17, John Sebastian
1948-03-17, Robert Braunwart
1949-03-17, Patrick Duffy
1951-03-17, Kurt Russell
1954-03-17, Leslie-Anne Down
1782-03-18, John C Calhoun
1837-03-18, Grover Cleveland
1838-03-18, Randal Cremer
1842-03-18, Stephane Mallarme
1844-03-18, Nikolay Rimsky-Korsakov
1858-03-18, Rudolf Diesel
1869-03-18, Neville Chamberlain
1886-03-18, Kurt Koffka
1892-03-18, Robert P Tristram Coffin
1893-03-18, Wilfred Owen
1905-03-18, Mollie Parnis
1926-03-18, Peter Graves
1927-03-18, George Plimpton
1927-03-18, John Kander
1932-03-18, John Updike
1933-03-18, Kevin Dobson
1939-03-18, Charley Pride
1956-03-18, Ingemar Stenmark
1959-03-18, Irene Cara
1963-03-18, Vanessa Williams
1589-03-19, William Bradford
1813-03-19, David Livingstone
1821-03-19, Richard Burton
1860-03-19, William Jennings Bryan
1891-03-19, Earl Warren
1904-03-19, John J Sirica
1914-03-19, Patricia Morison
1916-03-19, Irving Wallace
1928-03-19, Patrick McGoohan
1933-03-19, Philip Roth
1935-03-19, Phyllis Newman
1938-03-19, Ursula Andress
1944-03-19, Lynda Bird Johnson Robb
1947-03-19, Glenn Close
1955-03-19, Bruce Willis
1811-03-20, Napoleon II
1828-03-20, Henrik Ibsen
1856-03-20, Frederick Winslow Taylor
1904-03-20, B.F. Skinner
1906-03-20, Abraham Beame
1908-03-20, Frank Stanton
1908-03-20, Michael Redgrave
1914-03-20, Sviatosiav Richter
1922-03-20, Carl Reiner
1922-03-20, Jack Kruschen
1922-03-20, Ray Goulding
1925-03-20, John Ehrlichman
1928-03-20, Fred Rogers
1931-03-20, Hal Linden
1936-03-20, Ted Bessell
1937-03-20, Jerry Reed
1939-03-20, Brian Mulroney
1948-03-20, Bobby Orr
1685-03-21, Johann Sebastian Bach
1713-03-21, Francis Lewis
1768-03-21, Jean-Baptiste-Joseph Fourier
1806-03-21, Benito Juarez
1813-03-21, James Jesse Strang
1839-03-21, Modest Mussorgsky
1866-03-21, Antonia Caetana de Paiva Pereira Maury
1869-03-21, Florenz Ziegfeld
1906-03-21, John D. Rockefeller
1923-03-21, Mort Lindsey
1930-03-21, James Coco
1934-03-21, Al Freeman Jr
1939-03-21, Kathleen Widdoe
1797-03-22, Kaiser Wilhelm I
1822-03-22, Rosa Bonheur
1846-03-22, Randolph Caldecott
1907-03-22, James Gavin
1908-03-22, Maurice Stans
1909-03-22, Gabrielle Roy
1910-03-22, Nicholas Monsarrat
1913-03-22, Karl Malden
1920-03-22, Werner Klemperer
1923-03-22, Marcel Marceau
1930-03-22, Stephen Sondheim
1931-03-22, William Shatner
1934-03-22, Orrin Hatch
1936-03-22, May Britt
1942-03-22, Barbara Parkins
1943-03-22, George Benson
1948-03-22, Andrew Lloyd Webber
1699-03-23, John Bartram
1749-03-23, Pierre-Simon Laplace
1823-03-23, Schuyler Colfax
1857-03-23, Fannie Farmer
1876-03-23, Muirhead Bone
1881-03-23, Roger Martin du Gard
1907-03-23, Daniel Bovet
1908-03-23, Joan Crawford
1910-03-23, Akira Kurosawa
1912-03-23, Wernher von Braun
1922-03-23, Marty Allen
1923-03-23, Arnie Weinmeister
1926-03-23, Martha Wright
1952-03-23, Teofilo Stevenson
1953-03-23, Chaka Khan
1954-03-23, Moses Malone
1755-03-24, Rufus King
1834-03-24, John Wesley Powell
1834-03-24, William Morris
1855-03-24, Andrew W. Mellon
1874-03-24, Harry Houdini
1884-03-24, Peter Debye
1902-03-24, Thomas E Dewey
1903-03-24, Malcolm Muggeridge
1925-03-24, Norman Fell
1929-03-24, Roger Bannister
1930-03-24, Steve McQueen
1938-03-24, Larry Wilson
1940-03-24, Bob Mackie
1954-03-24, Robert Carradine
1959-03-24, Renaldo Nehemiah
1867-03-25, Arturo Toscanini
1867-03-25, Gutzon Borglum
1899-03-25, Bella Spewack
1908-03-25, David Lean
1920-03-25, Howard Cosell
1921-03-25, Nancy Kelly
1921-03-25, Simone Signoret
1928-03-25, James A. Lovell Jr
1934-03-25, Gloria Steinhem
1940-03-25, Anita Bryant
1942-03-25, Aretha Franklin
1947-03-25, Elton John
1948-03-25, Bonnie Bedelia
1953-03-25, Mary Gross
1773-03-26, Nathaniel Bowditch
1850-03-26, Edward Bellamy
1858-03-26, Jane Delano
1859-03-26, A.E. Housman
1874-03-26, Robert Frost
1899-03-26, James B. Connant
1911-03-26, Tennessee Williams
1914-03-26, William Westmoreland
1924-03-26, Bob Elliott
1925-03-26, Pierre Boulez
1930-03-26, Gregory Corso
1930-03-26, Sandra Day O'Connor
1931-03-26, Leonard Nimoy
1934-03-26, Alan Arkin
1934-03-26, Gino Cappelletti
1939-03-26, James Caan's Song)
1942-03-26, Erica Jong
1943-03-26, Robert Woodward
1944-03-26, Diana Ross
1948-03-26, Steve Tyler
1949-03-26, Vicki Lawrence
1950-03-26, Teddy Pendergrass
1785-03-27, Louis XVII
1813-03-27, Nathaniel Currier
1845-03-27, Wilhelm Rontgen
1847-03-27, Otto Wallach
1863-03-27, Henry Royce
1871-03-27, Heinrich Mann
1879-03-27, Edward Steichen
1892-03-27, Ferde Grofe
1899-03-27, Gloria Swanson
1901-03-27, Sato Eisaku
1903-03-27, Walt Kiesling
1912-03-27, James Callaghan
1914-03-27, Budd Schulberg
1914-03-27, Snooky Lanson
1917-03-27, Cyrus R. Vance
1924-03-27, Sarah Vaughn
1927-03-27, Anthony Lewis
1934-03-27, Arthur Mitchell
1939-03-27, Cale Yarborough
1942-03-27, Michael York
1952-03-27, Maria Schneider
1953-03-27, Annemarie Proell
1956-03-27, Brian Kelly
1472-03-28, Fra Bartolomeo
1862-03-28, Aristide Briand
1868-03-28, Aleksey Peshikov
1895-03-28, Spencer W. Kimball
1903-03-28, Rudolf Serkin
1914-03-28, Edmund S. Muskie
1922-03-28, Dirk Bogarde
1924-03-28, Freddie Bartholomew
1928-03-28, Zbigniew Brzezinski
1933-03-28, Sen Frank Murkowski
1944-03-28, Ken Howard
1944-03-28, Rick Barry
1955-03-28, Reba McEntire
1790-03-29, John Tyler
1799-03-29, Edward Stanley Earl Derby
1819-03-29, Edwin Drake
1867-03-29, Cy Young
1875-03-29, Lou Henry Hoover
1888-03-29, James E. Casey
1902-03-29, William Walton
1916-03-29, Eugene McCarthy
1918-03-29, Pearl Bailey
1919-03-29, Eileen Heckart
1925-03-29, Emlen Tunnell
1939-03-29, Nancy Kwan
1945-03-29, Walt Frazier
1954-03-29, Karen Ann Quinlan
1955-03-29, Earl Campbell
1956-03-29, Dianne Kay
1222-03-30, Nichiren
1719-03-30, John Hawkins
1746-03-30, Francisco Jose de Goya
1844-03-30, Paul Verlaine
1853-03-30, Vincent Van Gogh
1880-03-30, Sean O'Casey
1886-03-30, Stanislaw Lesniewski
1913-03-30, Frankie Laine
1913-03-30, Richard Helms
1919-03-30, McGeorge Bundy
1930-03-30, John Astin
1930-03-30, Peter Marshall
1937-03-30, Warren Beatty
1945-03-30, Eric Clapton
1596-03-31, Rene Descartes
1621-03-31, Andrew Marvell
1732-03-31, Franz Josef Haydn
1809-03-31, Edward FitzGerald
1809-03-31, Nikolai Gogol
1811-03-31, Robert Wilhelm Eberhard von Bunsen
1854-03-31, Dugald Clerk
1895-03-31, John J. McCloy
1915-03-31, Henry Morgan
1922-03-31, Richard Kiley
1927-03-31, Cesar Chavez
1927-03-31, William Daniels
1928-03-31, Gordie Howe
1934-03-31, Shirley Jones
1935-03-31, Herb Alpert
1940-03-31, Patrick Leahy
1943-03-31, Christopher Walken
1945-03-31, Gabe Kaplan
1948-03-31, Rhea Perlman
1883-04-01, Lon Chaney
0742-04-02, Charlemagne
1875-04-02, Walter Chrysler
1914-04-02, Alec Guiness
1920-04-02, Jack Webb
1924-04-02, Doris Day
1924-04-03, Marlon Brando
1792-04-04, Thaddeus Stevens
1802-04-04, Dorothea Dix
1856-04-05, Booker T. Washington
1908-04-05, Bette Davis
1954-04-05, Michael W. Butler
1810-04-06, Philip Henry Gosse
1866-04-06, Lincoln Steffens
1890-04-06, Anthony Herman Gerard Fokker
1892-04-06, Donald Wills Douglas
1892-04-06, Lowell Thomas
1860-04-07, W.K. Kellogg
1915-04-07, Billie Holiday
1932-04-07, Mark Russell
1889-04-08, Adrian Boult
1830-04-09, Eadweard Muybridge
1865-04-09, Charles Proteus Steinmetz
1879-04-09, W.C. Fields
1919-04-09, John Presper Eckert
1777-04-12, Henry Clay
1791-04-12, Francis P. Blair
1913-04-12, Lionel Hampton
1721-04-13, John Hanson
1743-04-13, Thomas Jefferson
1852-04-13, F.W. Woolworth
1889-04-14, Arnold Toynbee
1452-04-15, Leonardo da Vinci
1707-04-15, Leonhard Euler
1867-04-16, Wilbur Wright
1889-04-16, Charlie Chaplin
1947-04-16, Kareem Abdul-Jabbar
1837-04-17, J.P. Morgan
1897-04-17, Thornton Wilder
1857-04-18, Clarence Darrow
1877-04-19, Ole Evinrude
1926-04-21, Queen Elizabeth II
1838-04-21, John Muir
1904-04-22, J. Robert Oppenheimer
1564-04-23, William Shakespeare
1791-04-23, James Buchanan
1813-04-23, Stephen Douglas
1928-04-23, Shirley Temple
1620-04-24, John Graunt
1942-04-24, Barbra Streisand
1874-04-25, Guglielmo Marconi
1908-04-25, Edward R. Murrow
1785-04-26, John James Audubon
1900-04-26, Charles Richter
1791-04-27, Samuel F. B. Morse
1822-04-27, Ulyssses S. Grant
1896-04-27, Wallace Hume Carothers
1758-04-28, James Monroe
1830-04-29, Adolph Sutro
1863-04-29, William Randolph Hearst
1899-04-29, Duke Ellington
1777-04-30, Carl Friedrich Gauss
1912-04-30, Eve Arden
1672-05-01, Joseph Addison
1830-05-01, Mary Harris Jones
1881-05-01, Pierre Teilhard de Chardin
1900-05-01, Ignazio Silone
1909-05-01, Kate Smith
1916-05-01, Glenn Ford
1917-05-01, Danielle Darieux
1918-05-01, Jack Paar
1925-05-01, Malcolm Scott Carpenter
1925-05-01, Chuck Bednarik
1930-05-01, Ollie Matson
1939-05-01, Judy Collins
1945-05-01, Rita Coolidge
1660-05-02, Alessandro Scarlatti
1729-05-02, Catherine II (the Great)
1837-05-02, Henry Martyn Robert
1840-05-02, Theodor Herzl
1860-05-02, D'Arcy Thompson
1902-05-02, Brian Aherne
1903-05-02, Benjamin Spock
1904-05-02, Bing Crosby
1924-05-02, Theodore Bikel
1946-05-02, Leslie Gore
1469-05-03, Niccolo Machiavelli
1844-05-03, Richard D'Oyly Carte
1874-05-03, Francois Coty
1892-05-03, George Thomson
1897-05-03, V.K. Krishna Menon
1898-05-03, Golda Meir
1906-05-03, Mary Astor
1919-05-03, Pete Seeger
1919-05-03, Betty Comden
1920-05-03, Sugar Ray Robinson
1937-05-03, Franki Valli
1939-05-03, Samantha Eggar
1941-05-03, Nona Gaprindasvili
1942-05-03, Vera Caslavska-Odlozilova
1796-05-04, Horace Mann
1820-05-04, Joseph Whitaker
1820-05-04, Julia Gardiner Tyler
1825-05-04, Thomas Henry Huxley
1918-05-04, Kakuei Tanaka
1929-05-04, Audrey Hepburn
1930-05-04, Roberta Peters
1954-05-04, Julie Budd
1961-05-04, Mary McDonough
1813-05-05, Soren Kierkegaard
1818-05-05, Karl Marx
1832-05-05, H.H. Bancroft
1846-05-05, Henryk Sienkiewicz
1867-05-05, Nellie Bly
1890-05-05, Author Christopher Morley
1900-05-05, Spencer Tracy
1903-05-05, James Beard
1915-05-05, Richard H. Rovere
1919-05-05, Tony Canadeo
1925-05-05, Monica Lewis
1926-05-05, Ann B Davis
1927-05-05, Pat Carrol
1930-05-05, Michael J. Adams
1942-05-05, Tammy Wynette
0973-05-06, Henry II
1740-05-06, John Penn
1758-05-06, Robespierre
1843-05-06, Grove Karl Gilbert
1856-05-06, Robert Peary
1856-05-06, Sigmund Freud
1861-05-06, Rabindranath Tagore
1870-05-06, AP Giannini
1888-05-06, Emmanuel Celler
1895-05-06, Rudolph Valentino
1902-05-06, Harry Golden
1902-05-06, Max Ophulus
1903-05-06, Aram Khachaturian
1904-05-06, Harry Martinson
1905-05-06, Toots Shor
1907-05-06, Weeb Ewbank
1915-05-06, Theodore H. White
1915-05-06, Orson Welles
1924-05-06, Mimi Benzell
1926-05-06, Marguerite Piazza
1931-05-06, Willie Mays
1962-05-06, Lori Singer
1774-05-07, Francis Beaufort
1812-05-07, Robert Browning
1833-05-07, Johannes Brahms
1840-05-07, Peter Ilich Tchaikovsky
1901-05-07, Gary Cooper
1909-05-07, Edwin Land
1922-05-07, Darren McGavin
1923-05-07, Anne Baxter
1926-05-07, Val Bisoglio
1931-05-07, Teresa Brewer
1932-05-07, Pete Domeneci
1933-05-07, Johnny Unitas
1944-05-07, Sivi Aberg
1945-05-07, Robin Strasser
1737-05-08, Edward Gibbon
1786-05-08, Thomas Hancock
1824-05-08, William Walker
1828-05-08, Henri Dunant
1829-05-08, Louis Moreau Gottschalk
1884-05-08, Harry S Truman
1895-05-08, Fulton J Sheen
1920-05-08, Sloan Wilson
1926-05-08, David Attenborough
1926-05-08, Don Rickles
1928-05-08, Theodore Sorenson
1930-05-08, Gary Snyder
1930-05-08, Doug Atkins
1935-05-08, Salome Jens
1937-05-08, Dennis DeConcini
1940-05-08, Peter Benchley
1940-05-08, Ricky Nelson
1942-05-08, Angel Cordero
1943-05-08, Toni Tennille
1964-05-08, Melissa Gilbert
1800-05-09, John Brown
1843-05-09, Belle Boyd
1860-05-09, James M Barrie
1860-05-09, James Barrie
1873-05-09, Howard Carter
1882-05-09, Henry J Kaiser
1883-05-09, Jose Ortega y Gasset
1910-05-09, Barbara Woodhouse
1914-05-09, Theodore Kheel
1918-05-09, Mike Wallace
1928-05-09, Pancho Gonzales
1931-05-09, Vance D. Brand
1936-05-09, Terry Drinkwater
1936-05-09, Glenda Jackson
1936-05-09, Albert Finney
1940-05-09, James L Brooks
1946-05-09, Candice Bergen
1948-05-09, Billy Joel
1730-05-10, George Ross
1788-05-10, Augustin-Jean Fresnel
1843-05-10, Kaufmann Kohler
1850-05-10, Thomas Lipton
1878-05-10, Gustav Stresemann
1886-05-10, Olaf Stapleton
1898-05-10, Ariel Durant
1899-05-10, Fred Astaire
1902-05-10, David O Selznick
1908-05-10, Carl Albert
1921-05-10, Nancy Walker
1957-05-10, Phillip Mahre
1722-05-11, Peter Camper
1852-05-11, Charles Warren Fairbanks
1888-05-11, Irving Berlin
1892-05-11, Dame Margaret Rutherford
1904-05-11, Salvador Dali
1912-05-11, Phil Silvers
1916-05-11, Camilo Jose Cela
1927-05-11, Mort Sahl
1938-05-11, Doug McClure
1812-05-12, Edward Lear
1820-05-12, Florence Nightingale
1828-05-12, Dante Gabriel Rossetti
1842-05-12, Jules Massenet
1845-05-12, Gabriel Faure
1880-05-12, Lincoln Ellsworth
1904-05-12, Robert Baldwin
1914-05-12, Howard K. Smith
1925-05-12, Yogi Barra
1929-05-12, Burt Bacharach
1936-05-12, Tom Snyder
1937-05-12, George Carlin
1942-05-12, Susan Hampshire
1950-05-12, Bruce Boxleitner
1950-05-12, Shozo Fujii
1968-05-12, Prince
1969-05-12, Kim Fields
1717-05-13, Empress Maria Theresa
1730-05-13, Marquess of Rockingham
1842-05-13, Arthur Sullivan
1856-05-13, Peter Henry Emerson
1867-05-13, Frank Brangwyn
1914-05-13, Joe Louis
1926-05-13, Bea Arthur
1942-05-13, Vladimir A. Dzhanibekov
1950-05-13, Peter Gabriel
1950-05-13, Stevie Wonder
1316-05-14, Charles IV
1686-05-14, Gabriel Daniel Fahrenheit
1771-05-14, Robert Owen
1787-05-14, Thomas Gainsborough
1885-05-14, Otto Klemperer
1919-05-14, Heloise
1925-05-14, Patrice Munsel
1944-05-14, George Lucas
1946-05-14, Robert Jarvik
1952-05-14, David Byrne
1856-05-15, L. Frank Baum
1859-05-15, Pierre Curie
1860-05-15, Ellen Louise Axson Wilson
1862-05-15, Arthur Schnitzler
1890-05-15, Katherine Anne Porter
1891-05-15, Mikhail Bulgakov
1902-05-15, Richard Daley
1905-05-15, Joseph Cotten
1909-05-15, James Mason
1910-05-15, Constance Cummings
1918-05-15, Eddy Arnold
1918-05-15, Joseph Wiseman
1919-05-15, Wladziu Valentino Liberace
1923-05-15, Richard Avedon
1924-05-15, Ursula Theiss
1936-05-15, Anna Marie Alberghetti
1936-05-15, Paul Zindel
1937-05-15, Trini Lopez
1942-05-15, Lainie Kazan
1948-05-15, Brian Eno
1953-05-15, George Brett
1955-05-15, Lee Horsley
1763-05-16, Louis-Nicolas Vauquelin
1801-05-16, William H. Seward
1824-05-16, Levi Parsons Morton
1905-05-16, Henry Fonda
1912-05-16, Studs Terkel
1913-05-16, Woody Herman
1919-05-16, Wladziu Liberace
1924-05-16, Frank F. Mankiewicz
1928-05-16, Billy Martin
1931-05-16, Lowell Weicker
1952-05-16, Pierce Brosnan
1955-05-16, Debra Winger
1955-05-16, Olga Korbut
1966-05-16, Janet Jackson
1749-05-17, Edward Jenner
1836-05-17, Joseph Norman Lockyer
1866-05-17, Erik Satie
1900-05-17, Ayatollah Ruhollah Khomeini
1911-05-17, Maureen O'Sullivan
1912-05-17, Archibald Cox
1912-05-17, Clarence Parker
1923-05-17, Birgit Nilsson
1936-05-17, Dennis Hopper
1956-05-17, Sugar Ray Leonard
1830-05-18, Karl Goldmark
1836-05-18, Wilhelm Steinitz
1850-05-18, Oliver Heaviside
1865-05-18, William Heinemann
1868-05-18, Nicholas II
1872-05-18, Bertrand Russell
1883-05-18, Walter Gropius
1885-05-18, Eurico Gaspar Dutra
1891-05-18, Rudolf Carnap
1900-05-18, Sarah Miriam Peale
1902-05-18, Meredith Willson
1904-05-18, Jacob K. Javits
1912-05-18, Perry Como
1917-05-18, Dame Margot Fonteyn
1918-05-18, John Paul II
1922-05-18, Bill Macy
1930-05-18, Pernell Roberts
1946-05-18, Reggie Jackson
1950-05-18, Rodney Milburn, Jr.
1956-05-18, Sugar Ray Leonard
1795-05-19, John Hopkins
1890-05-19, Ho Chi Minh
1925-05-19, Malcolm X
1935-05-19, David Hartman
1941-05-19, Nora Ephron
1947-05-19, Glenn Close
1952-05-19, Grace Jones
1750-05-20, Stephen Girard
1768-05-20, Dolly Dandridge Payne Madison
1799-05-20, Honore de Balzac
1806-05-20, John Stuart Mill
1818-05-20, William George Fargo
1822-05-20, Frederic Passy
1882-05-20, Sigrid Undset
